job_id,rubric,project,cohort,generation_rep,rating,purpose,type,severity,code,description
CHORUS_v7_rep1_r10_rating1,rubric10-semantic,CHORUS,v7,1,1,primary,consistency,low,source_conflict,"Two sources disagree on scale and the disagreement is carried into the scored values: tier-2 documentation gives 50,000 admissions and 7,642 admissions with rad"
CHORUS_v7_rep1_r10_rating1,rubric10-semantic,CHORUS,v7,1,1,primary,completeness,medium,count_size,Temporal coverage of the clinical data is unstated. collection_timeframes gives the NIH award period 2022-09-01 to 2026-11-30 and its own source_caveats notes t
CHORUS_v7_rep1_r10_rating1,rubric10-semantic,CHORUS,v7,1,1,primary,completeness,high,source_conflict,No variable-level metadata is present. variables is absent for a release of 1.6 billion OMOP rows across nine modalities; OMOP CDM conformance supplies column s
CHORUS_v7_rep1_r10_rating1,rubric10-semantic,CHORUS,v7,1,1,primary,completeness,medium,attribution,"No download_url or platform link is recorded, and no publisher, citation or DOI. Access is reachable only through two personal email addresses in data_governanc"
CHORUS_v7_rep1_r10_rating1,rubric10-semantic,CHORUS,v7,1,1,primary,completeness,low,other,"No related_datasets or parent_datasets with typed relationships are recorded, even though the dataset is one of four Bridge2AI data generation projects and prov"
AI_READI_v7_rep1_r10_rating1,rubric10-semantic,AI_READI,v7,1,1,primary,consistency,medium,source_conflict,Contradictory characterization of de-identification. is_deidentified.method records the de-identification type as 'NoDeIdentification' with the explanation that
AI_READI_v7_rep1_r10_rating1,rubric10-semantic,AI_READI,v7,1,1,primary,completeness,low,temporal_version,The dedicated download_url slot is empty even though the dataset is publicly downloadable after self-attestation. The retrieval route is documented only in pros
AI_READI_v7_rep1_r10_rating1,rubric10-semantic,AI_READI,v7,1,1,primary,completeness,high,processing_provenance,"No software is named in a data-producing or data-transforming role. The record describes format conversions in detail (Topcon .fda to DICOM, Heidelberg FLIO .sd"
AI_READI_v7_rep1_r10_rating1,rubric10-semantic,AI_READI,v7,1,1,primary,correctness,low,privacy_regulatory,"regulatory_restrictions.confidentiality_level is set to 'restricted', which no source states. The record's own source_caveats discloses that the RO-Crate gives "
AI_READI_v7_rep1_r10_rating1,rubric10-semantic,AI_READI,v7,1,1,primary,consistency,low,source_conflict,Unresolved internal conflict on the size of the longitudinal follow-up arm: the FAIRhub healthsheet gives approximately 4% of participants while the FAIRhub REA
AI_READI_v7_rep1_r10_rating1,rubric10-semantic,AI_READI,v7,1,1,primary,consistency,low,license_use_terms,The accountable institution is stated inconsistently across sources and is surfaced but not resolved: data_governance.accountable_organization and the license n
AI_READI_v7_rep1_r10_rating1,rubric10-semantic,AI_READI,v7,1,1,primary,content_accuracy,low,source_conflict,sampling_strategies carries two mutually tensioned claims from the same tier 1 source: the healthsheet states the dataset 'contains all possible instances' and 
AI_READI_v7_rep1_r10_rating1,rubric10-semantic,AI_READI,v7,1,1,primary,completeness,low,privacy_regulatory,No data_protection_impacts entry and no future_use_impacts entry exist. The absence of a DPIA is disclosed in notes ('no data protection impact analysis of the 
AI_READI_v7_rep1_r10_rating1,rubric10-semantic,AI_READI,v7,1,1,primary,completeness,low,consent_ethics,data_governance names a committee (AI-READI Consortium) and an accountable organization but records no committee contact person or address. A general project co
AI_READI_v7_rep1_r10_rating1,rubric10-semantic,AI_READI,v7,1,1,primary,semantic_understanding,low,variables_metadata,"Variable metadata is rich in units, measurement technique and reference ranges but carries no external variable identifiers (LOINC, SNOMED, OMOP concept ids) de"
AI_READI_v7_rep1_r20_rating1,rubric20-semantic,AI_READI,v7,1,1,primary,consistency,medium,source_conflict,"Internal contradiction in the de-identification account. is_deidentified.method records the de-identification type as ""NoDeIdentification"" with the explanation "
AI_READI_v7_rep1_r20_rating1,rubric20-semantic,AI_READI,v7,1,1,primary,consistency,medium,consent_ethics,"Human-subjects / data-protection gate: human_subject_research.involves_human_subjects is true and the release carries retinal imaging, continuous glucose, weara"
AI_READI_v7_rep1_r20_rating1,rubric20-semantic,AI_READI,v7,1,1,primary,content_accuracy,medium,temporal_version,"Sustainability claim is undercut by the record's own facts. version_access lists ""2.0.0 — DOI 10.60775/fairhub.2 ... no longer accessible"" and records that ""old"
AI_READI_v7_rep1_r20_rating1,rubric20-semantic,AI_READI,v7,1,1,primary,consistency,low,license_use_terms,"sensitive_elements.sensitive_elements_present is false and confidential_elements.confidential_elements_present is false, while participant_privacy simultaneousl"
AI_READI_v7_rep1_r20_rating1,rubric20-semantic,AI_READI,v7,1,1,primary,consistency,low,license_use_terms,"Licence scope tension. license_and_use_terms.license_terms grants use ""for research, commercial and non-commercial purposes"", while license_and_use_terms.data_u"
AI_READI_v7_rep1_r20_rating1,rubric20-semantic,AI_READI,v7,1,1,primary,correctness,low,privacy_regulatory,"regulatory_restrictions.confidentiality_level is recorded as ""restricted"", which is more restrictive than either underlying source: the RO-Crate gives confident"
AI_READI_v7_rep1_r20_rating1,rubric20-semantic,AI_READI,v7,1,1,primary,completeness,low,format_access,"distribution_formats declares four formats (DICOM, CSV, JSON, Markdown) but does not list WFDB, which file_collections.cardiac_ecg records as the format of all "
AI_READI_v7_rep1_r20_rating1,rubric20-semantic,AI_READI,v7,1,1,primary,semantic_understanding,low,bias_quality,"known_biases categorises selection_bias, sampling_bias and representation_bias but omits measurement or instrument bias, despite the record documenting six diff"
AI_READI_v7_rep1_r20_rating1,rubric20-semantic,AI_READI,v7,1,1,primary,completeness,low,consent_ethics,"future_use_impacts is absent. Social-impact material exists and is substantive — the addressing_gaps entry on the meta-epidemiological diversity finding, the kn"
AI_READI_v7_rep1_r20_rating1,rubric20-semantic,AI_READI,v7,1,1,primary,consistency,low,license_use_terms,"The institution accountable for the dataset is left unresolved across funders, creators, data_governance and license_and_use_terms: FAIRhub and the licence name"
AI_READI_v7_rep2_r10_rating1,rubric10-semantic,AI_READI,v7,2,1,primary,content_accuracy,medium,source_conflict,Institutional attribution is internally discordant. The principal investigator Aaron Y. Lee is given the affiliation 'Washington University in St. Louis' with R
AI_READI_v7_rep2_r10_rating1,rubric10-semantic,AI_READI,v7,2,1,primary,completeness,medium,scope_drift,No software is named for any step that produced or transformed the distributed data. The release passed through substantial conversion — Topcon .fda and Heidelb
AI_READI_v7_rep2_r10_rating1,rubric10-semantic,AI_READI,v7,2,1,primary,consistency,low,source_conflict,"The deidentification account holds two readings in tension. FAIRhub records deIdentType 'NoDeIdentification' with deIdentDirect true and deIdentHIPAA true, expl"
AI_READI_v7_rep2_r10_rating1,rubric10-semantic,AI_READI,v7,2,1,primary,completeness,low,format_access,No top-level download_url is populated. Platform access is nonetheless locatable: every distribution_formats entry carries access_urls https://fairhub.io/datase
AI_READI_v7_rep2_r10_rating1,rubric10-semantic,AI_READI,v7,2,1,primary,completeness,low,format_access,"Character encoding is not stated for any distribution. Formats are otherwise fully specified with media types, and the omission matters little for the binary DI"
AI_READI_v7_rep2_r10_rating1,rubric10-semantic,AI_READI,v7,2,1,primary,completeness,low,attribution,No governance committee contact person is asserted. data_governance.source_caveats states plainly that no source designates one; a committee_name (AI-READI Cons
AI_READI_v7_rep2_r10_rating1,rubric10-semantic,AI_READI,v7,2,1,primary,completeness,low,variables_metadata,The variables block documents 26 representative measures in depth but carries no per-variable ontology or concept identifiers. Coded vocabularies are referenced
AI_READI_v7_rep2_r10_rating1,rubric10-semantic,AI_READI,v7,2,1,primary,consistency,low,temporal_version,"Version 2.0.0 is recorded in version_access.version_details as no longer accessible, yet it is listed among versions_available with its DOI and appears in relat"
AI_READI_v7_rep2_r10_rating1,rubric10-semantic,AI_READI,v7,2,1,primary,completeness,low,consent_ethics,"data_protection_impacts records that no data protection impact analysis was conducted. This is a documented absence rather than a silent one, and a formal DPIA "
AI_READI_v7_rep2_r20_rating1,rubric20-semantic,AI_READI,v7,2,1,primary,content_accuracy,medium,source_conflict,Institutional attribution is internally implausible. The principal investigator Aaron Y. Lee is given the affiliation 'Washington University in St. Louis' with 
AI_READI_v7_rep2_r20_rating1,rubric20-semantic,AI_READI,v7,2,1,primary,consistency,medium,source_conflict,De-identification claims conflict. is_deidentified.identifiable_elements_present is false and is_deidentified.method states that 'no identifiers were collected 
AI_READI_v7_rep2_r20_rating1,rubric20-semantic,AI_READI,v7,2,1,primary,consistency,medium,persistent_identifier,A version that carries its own DOI is declared unavailable. version_access states 'Version 2.0.0 is recorded on FAIRhub and in its documentation as no longer ac
AI_READI_v7_rep2_r20_rating1,rubric20-semantic,AI_READI,v7,2,1,primary,consistency,low,license_use_terms,Sensitivity flags are more permissive than the surrounding controls. confidential_elements_present and sensitive_elements_present are both false and confidentia
AI_READI_v7_rep2_r20_rating1,rubric20-semantic,AI_READI,v7,2,1,primary,completeness,low,privacy_regulatory,No data protection impact analysis exists: data_protection_impacts records only that 'No data protection impact analysis has been conducted for the dataset'. Th
AI_READI_v7_rep2_r20_rating1,rubric20-semantic,AI_READI,v7,2,1,primary,completeness,low,temporal_version,Two Q1 slots are unpopulated although equivalent content exists elsewhere: parent_datasets is absent (version predecessors are instead typed in related_datasets
AI_READI_v7_rep2_r20_rating1,rubric20-semantic,AI_READI,v7,2,1,primary,consistency,low,consent_ethics,at_risk_populations.at_risk_groups_included is false while special_protections enumerates substantive safeguards (age floor of 40 and ceiling of 85 excluding mi
AI_READI_v7_rep2_r20_rating1,rubric20-semantic,AI_READI,v7,2,1,primary,consistency,low,scope_drift,"subpopulations.source_caveats reports that the healthsheet answers 'No' to whether the dataset identifies demographic sub-populations, while four subpopulation "
AI_READI_v7_rep2_r20_rating1,rubric20-semantic,AI_READI,v7,2,1,primary,correctness,low,license_use_terms,"ip_restrictions quotes the RO-Crate copyright notice 'Copyright (c) 2026 AI-READI' for a release issued 2025-11-17, a forward-dated notice relative to every oth"
AI_READI_v7_rep3_r10_rating1,rubric10-semantic,AI_READI,v7,3,1,primary,completeness,medium,scope_drift,No software is named for the transformations that produced the distributed data. preprocessing_strategies states in the passive voice that 'Topcon .fda and Heid
AI_READI_v7_rep3_r10_rating1,rubric10-semantic,AI_READI,v7,3,1,primary,content_accuracy,medium,source_conflict,is_deidentified.method simultaneously reports that the FAIRhub dataset description records the de-identification type as 'NoDeIdentification' and that the publi
AI_READI_v7_rep3_r10_rating1,rubric10-semantic,AI_READI,v7,3,1,primary,completeness,medium,persistent_identifier,variables is an explicitly partial inventory: eight substantive entries plus a 'Representative subset marker' entry stating that the complete variable documenta
AI_READI_v7_rep3_r10_rating1,rubric10-semantic,AI_READI,v7,3,1,primary,consistency,low,source_conflict,"total_size_bytes (3,815,969,779,678) exceeds the sum of the nine datatype directory sizes (3,815,969,360,064) by 419,614 bytes. The record discloses the gap in "
AI_READI_v7_rep3_r10_rating1,rubric10-semantic,AI_READI,v7,3,1,primary,consistency,low,license_use_terms,Responsible-organisation conflict left unreconciled: data_governance.accountable_organization is Washington University in St. Louis (ROR:01yc7t268) and the lice
AI_READI_v7_rep3_r10_rating1,rubric10-semantic,AI_READI,v7,3,1,primary,consistency,low,temporal_version,The planned longitudinal follow-up fraction is given as both 10% of the cohort (NIH RePORTER and the FAIRhub study description) and approximately 4% (healthshee
AI_READI_v7_rep3_r10_rating1,rubric10-semantic,AI_READI,v7,3,1,primary,semantic_understanding,low,other,"Two related_datasets entries use relationship_type 'is_described_by' with target_dataset pointing at journal-article DOIs (10.1038/s42255-024-01165-x, 10.1136/b"
AI_READI_v7_rep3_r10_rating1,rubric10-semantic,AI_READI,v7,3,1,primary,correctness,low,privacy_regulatory,Two governance values are derived by the datasheet author rather than quoted from a source: confidentiality_level 'restricted' is inferred from the access model
AI_READI_v7_rep3_r10_rating1,rubric10-semantic,AI_READI,v7,3,1,primary,completeness,low,consent_ethics,"No dedicated governance committee contact is recorded. data_governance carries committee_name, accountable_organization, access_review_process and stewardship_r"
AI_READI_v7_rep3_r10_rating1,rubric10-semantic,AI_READI,v7,3,1,primary,completeness,low,processing_provenance,No imputation_protocols slot is present. The substance is covered elsewhere: missing_data_documentation.handling_strategy states that missing values were filled
AI_READI_v7_rep3_r20_rating1,rubric20-semantic,AI_READI,v7,3,1,primary,consistency,medium,source_conflict,sensitive_elements carries two entries with directly contradictory booleans: the first sets sensitive_elements_present=false ('the public dataset does not conta
AI_READI_v7_rep3_r20_rating1,rubric20-semantic,AI_READI,v7,3,1,primary,consistency,medium,source_conflict,Responsible-institution conflict is recorded but left unresolved in the structured slots: data_governance.accountable_organization is 'Washington University in 
AI_READI_v7_rep3_r20_rating1,rubric20-semantic,AI_READI,v7,3,1,primary,completeness,medium,privacy_regulatory,"data_protection_impacts is not populated even though the record documents processing of protected health information under HIPAA Safe Harbor, a controlled-acces"
AI_READI_v7_rep3_r20_rating1,rubric20-semantic,AI_READI,v7,3,1,primary,correctness,low,count_size,"Recomputed arithmetic confirms the record's own disclosure: the nine datatype directory sizes sum to exactly 3,815,969,360,064 bytes, which is 419,614 bytes sho"
AI_READI_v7_rep3_r20_rating1,rubric20-semantic,AI_READI,v7,3,1,primary,content_accuracy,low,privacy_regulatory,"is_deidentified records internally tense claims: identifiable_elements_present=false with the reasoning that 'no identifiers were collected, so no active de-ide"
AI_READI_v7_rep3_r20_rating1,rubric20-semantic,AI_READI,v7,3,1,primary,consistency,low,privacy_regulatory,"regulatory_restrictions.confidentiality_level='restricted' and regulatory_restrictions.hipaa_compliant='compliant' are both derived rather than quoted, as the r"
AI_READI_v7_rep3_r20_rating1,rubric20-semantic,AI_READI,v7,3,1,primary,consistency,low,source_conflict,"The planned Year-4 longitudinal follow-up fraction is reported as both 10% (NIH RePORTER, FAIRhub study description) and approximately 4% (healthsheet) and is l"
AI_READI_v7_rep3_r20_rating1,rubric20-semantic,AI_READI,v7,3,1,primary,completeness,low,license_use_terms,Three named schema slots that this rubric reads are empty although adjacent content partly supplies their substance: discouraged_uses (no equivalent content any
AI_READI_v7_rep3_r20_rating1,rubric20-semantic,AI_READI,v7,3,1,primary,correctness,low,variables_metadata,"The stated recommended split proportion of '70%/15%/15%' does not exactly match the stated split sizes: 1,576/352/352 of 2,280 is 69.1%/15.4%/15.4%. The deviati"
AI_READI_v7_rep3_r20_rating1,rubric20-semantic,AI_READI,v7,3,1,primary,semantic_understanding,low,count_size,Keyword coverage is adequate in count (9) but under-represents modalities that dominate the release by volume and by scientific distinctiveness: there is no key
AI_READI_v8_rep1_r10_rating1,rubric10-semantic,AI_READI,v8,1,1,primary,consistency,medium,privacy_regulatory,"sensitive_elements_present: false and confidential_elements_present: false sit uneasily with regulatory_restrictions.confidentiality_level: restricted, HIPAA-or"
AI_READI_v8_rep1_r10_rating1,rubric10-semantic,AI_READI,v8,1,1,primary,consistency,low,source_conflict,"is_deidentified carries three mutually inconsistent source statements: FAIRhub records 'NoDeIdentification' (no identifiers collected), the RO-Crate records the"
AI_READI_v8_rep1_r10_rating1,rubric10-semantic,AI_READI,v8,1,1,primary,completeness,low,license_use_terms,"No download_url field is populated. The download route is nevertheless reconstructable from page, data_governance.access_review_process (verified-ID login, T2DM"
AI_READI_v8_rep1_r10_rating1,rubric10-semantic,AI_READI,v8,1,1,primary,consistency,low,variables_metadata,"distribution_formats lists DICOM, CSV, JSON and Markdown, but the release also distributes WFDB electrocardiography records, Open mHealth wearable/CGM payloads "
AI_READI_v8_rep1_r10_rating1,rubric10-semantic,AI_READI,v8,1,1,primary,semantic_understanding,low,source_conflict,"is_tabular: false while the description states the modalities 'encompass tabular data, imaging data and physiological signal/waveform data' and clinical_data is"
AI_READI_v8_rep1_r10_rating1,rubric10-semantic,AI_READI,v8,1,1,primary,completeness,medium,temporal_version,"No software that produced or transformed the released data is named. Conversion of Topcon .fda and FLIO .sdt exports to DICOM, of Garmin .FIT to Open mHealth, a"
AI_READI_v8_rep1_r10_rating1,rubric10-semantic,AI_READI,v8,1,1,primary,completeness,low,variables_metadata,"variables provides 20 measures with name, data type, unit, description and measurement technique, but no ontology or concept identifiers (LOINC, OMOP concept_id"
AI_READI_v8_rep1_r10_rating1,rubric10-semantic,AI_READI,v8,1,1,primary,completeness,low,temporal_version,"No errata block and no data_protection_impacts (DPIA) block. Change information is instead carried by updates.update_details and version_access.version_details,"
AI_READI_v8_rep1_r10_rating1,rubric10-semantic,AI_READI,v8,1,1,primary,content_accuracy,low,source_conflict,"Institutional attribution is internally contradictory across the record: Washington University in St. Louis is named as licensor, accountable organization and P"
AI_READI_v8_rep1_r10_rating1,rubric10-semantic,AI_READI,v8,1,1,primary,consistency,low,license_use_terms,Collection start is given as 2023-07-19 in collection_timeframes and the description while the BMJ Open protocol states 18 July 2023; license naming differs bet
AI_READI_v8_rep1_r20_rating1,rubric20-semantic,AI_READI,v8,1,1,primary,consistency,high,license_use_terms,"sensitive_elements_present=false and confidential_elements_present=false are asserted for a release comprising retinal imaging (DICOM), continuous glucose trace"
AI_READI_v8_rep1_r20_rating1,rubric20-semantic,AI_READI,v8,1,1,primary,consistency,high,consent_ethics,"Institutional attribution is internally divergent in the structured fields, not only in prose. creators.affiliations[0] and data_governance.accountable_organiza"
AI_READI_v8_rep1_r20_rating1,rubric20-semantic,AI_READI,v8,1,1,primary,consistency,medium,source_conflict,is_deidentified carries two mutually exclusive claims in one object: identifiable_elements_present=false with method 'HIPAA Safe Harbor' and identifiers_removed
AI_READI_v8_rep1_r20_rating1,rubric20-semantic,AI_READI,v8,1,1,primary,content_accuracy,medium,attribution,"future_use_impacts states the creators 'do not currently anticipate uses of the dataset that could result in unfair treatment of individuals or groups', while k"
AI_READI_v8_rep1_r20_rating1,rubric20-semantic,AI_READI,v8,1,1,primary,consistency,medium,source_conflict,"Stated totals do not reconcile with the enumerated collections. total_file_count is 356,343 while the nine data-type directory counts sum to 356,334, and total_"
AI_READI_v8_rep1_r20_rating1,rubric20-semantic,AI_READI,v8,1,1,primary,completeness,medium,privacy_regulatory,data_protection_impacts is absent. For a DUA-gated multimodal health release that explicitly contemplates AI-driven re-identification and applies watermarking a
AI_READI_v8_rep1_r20_rating1,rubric20-semantic,AI_READI,v8,1,1,primary,completeness,medium,temporal_version,"Provenance is documented substantively in prose but not in the fields that carry it. was_derived_from, parent_datasets and errata are all empty, so the derivati"
AI_READI_v8_rep1_r20_rating1,rubric20-semantic,AI_READI,v8,1,1,primary,completeness,medium,temporal_version,"Preprocessing and conversion are described as operations without naming the software that performs them. The .fda and .sdt to DICOM converters, the .FIT to Open"
AI_READI_v8_rep1_r20_rating1,rubric20-semantic,AI_READI,v8,1,1,primary,consistency,medium,persistent_identifier,Version persistence is compromised in a way the record discloses: version_access marks version 2.0.0 as 'no longer accessible' although it holds a minted DOI (1
AI_READI_v8_rep1_r20_rating1,rubric20-semantic,AI_READI,v8,1,1,primary,consistency,low,bias_quality,"sampling_strategies sets is_sample=false, is_random=false and is_representative=false while the strategies text describes non-probability wave-based sampling of"
AI_READI_v8_rep1_r20_rating1,rubric20-semantic,AI_READI,v8,1,1,primary,completeness,low,variables_metadata,"The variables list enumerates 20 measures drawn, as source_caveats concedes, from the protocol publication and healthsheet device descriptions rather than the r"
AI_READI_v8_rep1_r20_rating1,rubric20-semantic,AI_READI,v8,1,1,primary,correctness,low,license_use_terms,ip_restrictions records the copyright notice 'Copyright (c) 2026 AI-READI' while issued and the version 3.0.0 release date are both 2025-11-17. The copyright ye
AI_READI_v8_rep1_r20_rating1,rubric20-semantic,AI_READI,v8,1,1,primary,completeness,low,variables_metadata,"keywords contains 7 terms, one short of the diversity threshold, and omits several prominent modalities that the description and file_collections treat as first"
AI_READI_v8_rep1_r20_rating1,rubric20-semantic,AI_READI,v8,1,1,primary,completeness,low,license_use_terms,"discouraged_uses is empty. The record draws a sharp permitted/prohibited boundary through six detailed prohibited_uses but records no middle tier, although the "
AI_READI_v8_rep1_r20_rating1,rubric20-semantic,AI_READI,v8,1,1,primary,semantic_understanding,low,source_conflict,A healthsheet answer quoted in source_caveats states the dataset 'contains data from all participants who have been enrolled during the first year of data colle
AI_READI_v8_rep2_r10_rating1,rubric10-semantic,AI_READI,v8,2,1,primary,completeness,medium,scope_drift,No software that produced or transformed the distributed data is named. preprocessing_strategies states that Topcon .fda and Heidelberg .sdt exports were 'conve
AI_READI_v8_rep2_r10_rating1,rubric10-semantic,AI_READI,v8,2,1,primary,completeness,low,format_access,No download_url slot is populated even though the release is publicly downloadable. Access is nevertheless actionable from other slots: distribution_formats.acc
AI_READI_v8_rep2_r10_rating1,rubric10-semantic,AI_READI,v8,2,1,primary,consistency,low,source_conflict,The de-identification evidence carries an internal tension the record itself surfaces: is_deidentified.deidentification_details reports the FAIRhub deIdentType 
AI_READI_v8_rep2_r10_rating1,rubric10-semantic,AI_READI,v8,2,1,primary,content_accuracy,low,count_size,"total_size_bytes is stated as 3,815,969,779,678 while the nine file_collections directory sizes sum to 3,815,969,360,064, a difference of 419,614 bytes that no "
AI_READI_v8_rep2_r10_rating1,rubric10-semantic,AI_READI,v8,2,1,primary,semantic_understanding,low,privacy_regulatory,"regulatory_restrictions.confidentiality_level 'restricted' and hipaa_compliant 'compliant' are the record's own mappings onto the schema vocabulary, not values "
AI_READI_v8_rep2_r10_rating1,rubric10-semantic,AI_READI,v8,2,1,primary,completeness,low,variables_metadata,"variables documents 13 variables (participant_id, seven laboratory analytes, MoCA, visual acuity, contrast sensitivity, CGM, particulate matter) for a release w"
AI_READI_v8_rep2_r10_rating1,rubric10-semantic,AI_READI,v8,2,1,primary,completeness,low,consent_ethics,"data_governance records committee_name, accountable_organization, access_review_process and stewardship_roles but no committee_contact. A contact is reachable e"
AI_READI_v8_rep2_r10_rating1,rubric10-semantic,AI_READI,v8,2,1,primary,completeness,low,temporal_version,Three named evidence slots are empty where their subject matter is nevertheless addressed in prose: errata (change information is instead in updates.update_deta
AI_READI_v8_rep2_r20_rating1,rubric20-semantic,AI_READI,v8,2,1,primary,consistency,medium,source_conflict,is_deidentified is internally contradictory. method states 'No active de-identification was necessary because no identifiers were collected' and simultaneously 
AI_READI_v8_rep2_r20_rating1,rubric20-semantic,AI_READI,v8,2,1,primary,consistency,medium,license_use_terms,Confidentiality and sensitivity declarations conflict with the governance controls actually imposed. confidential_elements_present is false and sensitive_elemen
AI_READI_v8_rep2_r20_rating1,rubric20-semantic,AI_READI,v8,2,1,primary,consistency,medium,persistent_identifier,"version_access.versions_available enumerates versions 1.0.0 and 2.0.0 with their DOIs as available, while version_details in the same block states that both 'ar"
AI_READI_v8_rep2_r20_rating1,rubric20-semantic,AI_READI,v8,2,1,primary,content_accuracy,medium,license_use_terms,"No data protection impact assessment exists and the structured slot is empty, yet the record acknowledges a theoretical re-identification risk driven by AI infe"
AI_READI_v8_rep2_r20_rating1,rubric20-semantic,AI_READI,v8,2,1,primary,correctness,low,license_use_terms,Unresolved institutional attribution across two distinct ROR identities. ROR:01yc7t268 is Washington University in St. Louis and ROR:00cvxb145 is the University
AI_READI_v8_rep2_r20_rating1,rubric20-semantic,AI_READI,v8,2,1,primary,correctness,low,count_size,"Size arithmetic does not close. The nine datatype directory totals sum to 3,815,969,360,064 bytes against a stated total_size_bytes of 3,815,969,779,678, a 419,"
AI_READI_v8_rep2_r20_rating1,rubric20-semantic,AI_READI,v8,2,1,primary,consistency,low,source_conflict,Sampling characterization conflicts across same-tier sources: the healthsheet answers that the dataset 'contains all possible instances' and returns 'N/A' for s
AI_READI_v8_rep2_r20_rating1,rubric20-semantic,AI_READI,v8,2,1,primary,consistency,low,source_conflict,"Version scope conflict: the healthsheet and RO-Crate describe version 3.0.0 as covering data 'up through the end of the second year of the study', while the REA"
AI_READI_v8_rep2_r20_rating1,rubric20-semantic,AI_READI,v8,2,1,primary,completeness,low,temporal_version,"No errata slot is populated across three releases, although a substantive corrective change is documented: the Snellen visual-acuity variables were dropped betw"
AI_READI_v8_rep2_r20_rating1,rubric20-semantic,AI_READI,v8,2,1,primary,correctness,low,license_use_terms,"The licence is named three different ways: the top-level license field says 'AI-READI custom license v2.0', license_and_use_terms resolves it to https://doi.org"
AI_READI_v8_rep2_r20_rating1,rubric20-semantic,AI_READI,v8,2,1,primary,semantic_understanding,low,bias_quality,"Device heterogeneity is not categorized as a bias. Retinal imaging was acquired on four OCT/OCTA vendor platforms (Heidelberg Spectralis, Topcon Maestro2, Topco"
AI_READI_v8_rep2_r20_rating1,rubric20-semantic,AI_READI,v8,2,1,primary,correctness,low,attribution,"Two NIH RePORTER project-detail identifiers (10885481 and 10471118) are cited for the same core award OT2OD032644, and the healthsheet transcribes the award num"
AI_READI_v8_rep2_r20_rating1,rubric20-semantic,AI_READI,v8,2,1,primary,consistency,low,consent_ethics,at_risk_populations.at_risk_groups_included is false while special_protections is populated with substantive protections. The protections are in fact exclusion 
AI_READI_v8_rep3_r10_rating1,rubric10-semantic,AI_READI,v8,3,1,primary,completeness,medium,temporal_version,"Element 8 sub-element 4: the record describes format conversion and processing of the released data (.fda and .sdt to DICOM, Garmin .FIT to Open mHealth, 'a com"
AI_READI_v8_rep3_r10_rating1,rubric10-semantic,AI_READI,v8,3,1,primary,content_accuracy,medium,source_conflict,"regulatory_restrictions.confidentiality_level is set to 'restricted', a value the record itself states is its own substitution that 'does not reproduce, and on "
AI_READI_v8_rep3_r10_rating1,rubric10-semantic,AI_READI,v8,3,1,primary,consistency,medium,source_conflict,Three incompatible characterizations of deidentification are carried simultaneously: is_deidentified.method reports FAIRhub's 'NoDeIdentification' with identifi
