project,method,type,file,total_score,max_score,percentage,elements_passing,element_scores
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row9_d4d.yaml,33,50,66.0,6,"Dataset Discovery an:5/5,Dataset Access and R:5/5,Data Reuse and Inter:2/5,Ethical Use and Priv:2/5,Data Composition and:4/5,Data Provenance and :4/5,Scientific Motivatio:2/5,Technical Transparen:4/5,Dataset Evaluation a:2/5,Cross-Platform and C:3/5"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row7_d4d.yaml,33,50,66.0,6,"Dataset Discovery an:5/5,Dataset Access and R:5/5,Data Reuse and Inter:2/5,Ethical Use and Priv:2/5,Data Composition and:4/5,Data Provenance and :4/5,Scientific Motivatio:2/5,Technical Transparen:4/5,Dataset Evaluation a:2/5,Cross-Platform and C:3/5"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row8_d4d.yaml,33,50,66.0,6,"Dataset Discovery an:5/5,Dataset Access and R:5/5,Data Reuse and Inter:2/5,Ethical Use and Priv:2/5,Data Composition and:4/5,Data Provenance and :4/5,Scientific Motivatio:2/5,Technical Transparen:4/5,Dataset Evaluation a:2/5,Cross-Platform and C:3/5"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/github_chorus_ai_row9.txt_d4d.yaml,18,50,36.0,2,"Dataset Discovery an:5/5,Dataset Access and R:2/5,Data Reuse and Inter:1/5,Ethical Use and Priv:1/5,Data Composition and:3/5,Data Provenance and :0/5,Scientific Motivatio:2/5,Technical Transparen:2/5,Dataset Evaluation a:0/5,Cross-Platform and C:2/5"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/CHoRUS for Equitable AI - github_d4d.yaml,28,50,56.0,5,"Dataset Discovery an:5/5,Dataset Access and R:5/5,Data Reuse and Inter:2/5,Ethical Use and Priv:2/5,Data Composition and:3/5,Data Provenance and :1/5,Scientific Motivatio:2/5,Technical Transparen:3/5,Dataset Evaluation a:2/5,Cross-Platform and C:3/5"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row8.txt_d4d.yaml,19,50,38.0,3,"Dataset Discovery an:5/5,Dataset Access and R:2/5,Data Reuse and Inter:1/5,Ethical Use and Priv:1/5,Data Composition and:3/5,Data Provenance and :0/5,Scientific Motivatio:2/5,Technical Transparen:3/5,Dataset Evaluation a:0/5,Cross-Platform and C:2/5"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row9.txt_d4d.yaml,19,50,38.0,3,"Dataset Discovery an:5/5,Dataset Access and R:2/5,Data Reuse and Inter:1/5,Ethical Use and Priv:1/5,Data Composition and:3/5,Data Provenance and :0/5,Scientific Motivatio:2/5,Technical Transparen:3/5,Dataset Evaluation a:0/5,Cross-Platform and C:2/5"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/CHoRUS for Equitable AI_d4d.yaml,28,50,56.0,5,"Dataset Discovery an:5/5,Dataset Access and R:5/5,Data Reuse and Inter:2/5,Ethical Use and Priv:2/5,Data Composition and:3/5,Data Provenance and :1/5,Scientific Motivatio:2/5,Technical Transparen:3/5,Dataset Evaluation a:2/5,Cross-Platform and C:3/5"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/github_chorus_ai_row9_d4d.yaml,28,50,56.0,5,"Dataset Discovery an:5/5,Dataset Access and R:5/5,Data Reuse and Inter:2/5,Ethical Use and Priv:2/5,Data Composition and:3/5,Data Provenance and :1/5,Scientific Motivatio:2/5,Technical Transparen:3/5,Dataset Evaluation a:2/5,Cross-Platform and C:3/5"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row7.txt_d4d.yaml,19,50,38.0,3,"Dataset Discovery an:5/5,Dataset Access and R:2/5,Data Reuse and Inter:1/5,Ethical Use and Priv:1/5,Data Composition and:3/5,Data Provenance and :0/5,Scientific Motivatio:2/5,Technical Transparen:3/5,Dataset Evaluation a:0/5,Cross-Platform and C:2/5"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/CHoRUS_for_Equitable_AI_-_github.txt_d4d.yaml,17,50,34.0,2,"Dataset Discovery an:5/5,Dataset Access and R:2/5,Data Reuse and Inter:1/5,Ethical Use and Priv:1/5,Data Composition and:3/5,Data Provenance and :0/5,Scientific Motivatio:2/5,Technical Transparen:1/5,Dataset Evaluation a:0/5,Cross-Platform and C:2/5"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/CHoRUS_for_Equitable_AI_github_d4d.yaml,10,50,20.0,1,"Dataset Discovery an:5/5,Dataset Access and R:1/5,Data Reuse and Inter:0/5,Ethical Use and Priv:1/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:1/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:2/5"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/github_chorus_ai_row9.txt_d4d.yaml,17,50,34.0,2,"Dataset Discovery an:5/5,Dataset Access and R:2/5,Data Reuse and Inter:1/5,Ethical Use and Priv:1/5,Data Composition and:3/5,Data Provenance and :0/5,Scientific Motivatio:2/5,Technical Transparen:1/5,Dataset Evaluation a:0/5,Cross-Platform and C:2/5"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/CHoRUS_for_Equitable_AI_d4d.yaml,18,50,36.0,3,"Dataset Discovery an:5/5,Dataset Access and R:2/5,Data Reuse and Inter:0/5,Ethical Use and Priv:1/5,Data Composition and:3/5,Data Provenance and :1/5,Scientific Motivatio:2/5,Technical Transparen:1/5,Dataset Evaluation a:0/5,Cross-Platform and C:3/5"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row9.txt_d4d.yaml,21,50,42.0,3,"Dataset Discovery an:5/5,Dataset Access and R:4/5,Data Reuse and Inter:2/5,Ethical Use and Priv:1/5,Data Composition and:3/5,Data Provenance and :0/5,Scientific Motivatio:2/5,Technical Transparen:2/5,Dataset Evaluation a:0/5,Cross-Platform and C:2/5"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row7_d4d.yaml,12,50,24.0,2,"Dataset Discovery an:5/5,Dataset Access and R:1/5,Data Reuse and Inter:0/5,Ethical Use and Priv:1/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:3/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:2/5"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row8.txt_d4d.yaml,21,50,42.0,3,"Dataset Discovery an:5/5,Dataset Access and R:4/5,Data Reuse and Inter:2/5,Ethical Use and Priv:1/5,Data Composition and:3/5,Data Provenance and :0/5,Scientific Motivatio:2/5,Technical Transparen:2/5,Dataset Evaluation a:0/5,Cross-Platform and C:2/5"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row8_d4d.yaml,6,50,12.0,1,"Dataset Discovery an:4/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:1/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:1/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:0/5"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/github_chorus_ai_row9_d4d.yaml,12,50,24.0,2,"Dataset Discovery an:5/5,Dataset Access and R:2/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :1/5,Scientific Motivatio:0/5,Technical Transparen:1/5,Dataset Evaluation a:0/5,Cross-Platform and C:3/5"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row7.txt_d4d.yaml,21,50,42.0,3,"Dataset Discovery an:5/5,Dataset Access and R:4/5,Data Reuse and Inter:2/5,Ethical Use and Priv:1/5,Data Composition and:3/5,Data Provenance and :0/5,Scientific Motivatio:2/5,Technical Transparen:2/5,Dataset Evaluation a:0/5,Cross-Platform and C:2/5"
